Movie Name,Release Year,Rank,Director Name,Genres
Princezna ze mlejna,1994,5.6,Zdenek Troska,Comedy
Princezna ze mlejna 2,2000,4.0,Zdenek Troska,Fantasy
Principal Don,1997,7.8,Michael Baumgarten,Short
"Principal, The",1987,5.7,Christopher (I) Cain,"Crime, Drama"
"Principe di Homburg, Il",1997,5.0,Marco Bellocchio,"Drama, War"
"Principe e il pirata, Il",2001,5.0,Leonardo Pieraccioni,Comedy
"Principessa nuda, La",1976,5.6,Cesare Canevari,Horror
"Principio de Arqumedes, El",2004,7.0,Gerardo Herrero,Drama
Principio y fin,1993,7.4,Arturo Ripstein,Drama
"Principles of Lust, The",2003,3.6,Penny Woolcock,Drama
"Princpio da Incerteza, O",2002,6.9,Manoel de Oliveira,Drama
Prinsessa Ruusunen,1949,6.1,Edvin Laine,Family
"Printemps, l'automne et l'amour, Le",1955,3.6,Gilles Grangier,"Comedy, Drama"
Printsessa na bobakh,1997,5.0,Villen Novak,Family
Printsessa na goroshine,1976,6.2,Boris Rytsarev,Family
"Prinzessin und der Geiger, Die",1925,7.8,Graham Cutts,Drama
"Prinzessin von St. Wolfgang, Die",1957,2.6,Harald Reinl,Drama
Pripyat,1999,9.6,Nikolaus Geyrhalter,Documentary
"Prisioneiro da Grade de Ferro, O",2004,7.7,Paulo (II) Sacramento,Documentary
"Prisioneiro do Sexo, O",1978,4.5,Walter Hugo Khouri,Drama
"Priso, A",1980,5.0,Oswaldo De Oliveira,"Action, Drama"
Prison,1988,5.4,Renny Harlin,"Drama, Horror"
Prison  domicile,1999,4.6,Christophe Jacrot,Comedy
Prison Break,1938,6.5,Arthur Lubin,Drama
Prison Planet,1992,2.2,Armand Gazarian,"Action, Sci-Fi"
Prison Planet 2: The Armageddon,1994,7.8,Evan Jacobson,"Action, Comedy, Sci-Fi"
Prison Planet 2: The Armageddon,1994,7.8,Robert Colin Boyd,"Action, Comedy, Sci-Fi"
Prison Planet 2: The Armageddon,1994,7.8,Zak Neathamer,"Action, Comedy, Sci-Fi"
Prison Planet 3: The Revenge,1998,8.2,Evan Jacobson,"Action, Adventure, Comedy, Sci-Fi"
Prison Ship,1984,3.5,Fred Olen Ray,"Action, Comedy, Sci-Fi"
Prison Song,2001,4.9,Darnell Martin,Drama
Prison Train,1938,6.4,Gordon (I) Wiles,"Crime, Drama"
Prison-A-Go-Go!,2003,8.9,Barak Epstein,"Action, Comedy"
Prisoner of Love,1999,2.8,Steve DiMarco,Thriller
Prisoner of Paradise,2002,6.4,Malcolm (II) Clarke,Documentary
Prisoner of Paradise,2002,6.4,Stuart Sender,Documentary
Prisoner of Rio,1988,7.9,Lech Majewski,Thriller
"Prisoner of Second Avenue, The",1975,6.3,Melvin Frank,Comedy
"Prisoner of Shark Island, The",1936,7.2,John (I) Ford,Drama
"Prisoner of St. Petersburg, The",1989,4.9,Ian Pringle,Drama
Prisoner of War,1954,3.4,Andrew Marton,War
"Prisoner of Zenda, The",1922,7.4,Rex (II) Ingram,Adventure
"Prisoner of Zenda, The",1937,7.8,John Cromwell,"Adventure, Drama, Romance"
"Prisoner of Zenda, The",1952,6.8,Richard (I) Thorpe,Adventure
"Prisoner of Zenda, The",1979,3.9,Richard Quine,"Adventure, Comedy"
"Prisoner, The",1955,7.0,Peter Glenville,Drama
Prisoners of Inertia,1989,6.0,Jeffrey Noyes Scher,"Comedy, Drama"
Prisoners of the Casbah,1953,3.6,Richard L. Bare,Adventure
Prisoners of the Sun,1990,6.3,Stephen (I) Wallace,"Drama, War"
"Prisonnire, La",1968,5.6,Henri-Georges Clouzot,Drama
"Prisonnire, La",1968,5.6,Robert Ménégoz,Drama
Prisonnires,1988,3.6,Charlotte Silvera,"Crime, Drama"
"Pritza Hagdola, Ha-",1970,4.7,Menahem Golan,"Drama, War"
Privarzaniyat balon,1967,9.0,Binka Zhelyazkova,"Drama, Fantasy"
Private (2004/I),2004,7.4,Saverio Costanzo,Drama
"Private Affairs of Bel Ami, The",1947,6.9,Albert (I) Lewin,Drama
Private Angelo,1949,6.9,Michael (I) Anderson,"Comedy, War"
Private Angelo,1949,6.9,Peter Ustinov,"Comedy, War"
Private Benjamin,1980,5.9,Howard Zieff,Comedy
Private Buckaroo,1942,4.7,Edward F. Cline,"Comedy, Musical, Romance, War"
Private Conversations,1986,5.9,Christian Blackwood,Documentary
Private Detective,1939,6.2,Noel M. Smith,"Comedy, Mystery"
Private Detective 62,1933,6.4,Michael Curtiz,Drama
Private Duty Nurses,1971,2.8,George Armitage,Thriller
Private Eye Popeye,1954,5.3,Seymour Kneitel,"Animation, Comedy, Family, Short"
Private Eyes,1953,6.1,Edward Bernds,Comedy
"Private Eyes, The",1981,5.8,Lang Elliott,"Comedy, Mystery"
"Private Files of J. Edgar Hoover, The",1977,6.1,Larry (I) Cohen,Drama
"Private Function, A",1984,6.3,Malcolm Mowbray,Comedy
Private Hell 36,1954,6.4,Don (I) Siegel,"Crime, Drama, Film-Noir"
Private Lessons,1934,7.4,Roy Mack,"Musical, Romance, Short"
Private Lessons,1981,4.2,Alan Myerson,Comedy
Private Lessons II,1993,2.1,Seiji (I) Izumi,Drama
"Private Life of Don Juan, The",1934,5.8,Alexander Korda,"Comedy, Drama, Romance"
"Private Life of Henry VIII., The",1933,7.5,Alexander Korda,Drama
"Private Life of Sherlock Holmes, The",1970,7.4,Billy Wilder,"Comedy, Drama, Mystery"
"Private Life of a Cat, The",1944,8.8,Alexander Hammid,"Documentary, Short"
Private Lives,1931,6.7,Sidney (I) Franklin,"Comedy, Drama"
"Private Lives of Adam and Eve, The",1961,2.7,Albert Zugsmith,Comedy
"Private Lives of Adam and Eve, The",1961,2.7,Mickey (I) Rooney,Comedy
"Private Lives of Elizabeth and Essex, The",1939,6.9,Michael Curtiz,Drama
"Private Navy of Sgt. O'Farrell, The",1968,4.7,Frank Tashlin,"Comedy, War"
Private Number,1936,7.2,Roy Del Ruth,Drama
Private Parts,1972,6.1,Paul Bartel,"Comedy, Horror"
Private Parts,1997,6.6,Betty (I) Thomas,"Comedy, Drama"
Private Pluto,1943,7.1,Clyde Geronimi,"Animation, Comedy, Family, Short"
Private Potter,1962,4.8,Caspar Wrede,"Drama, War"
Private Property,1960,7.4,Leslie (I) Stevens,Drama
Private Resort,1985,3.9,George Bowers,Comedy
Private Road,1971,9.3,Barney Platts-Mills,Drama
Private School,1983,3.7,Noel Black,"Comedy, Romance"
Private Snafu Vs. Malaria Mike,1944,6.6,Chuck (I) Jones,"Animation, Short"
Private War,1990,2.5,Frank De Palma,War
"Private War of Major Benson, The",1955,5.8,Jerry Hopper,Comedy
Private Wars,1993,2.7,John (I) Weidner,Action
Private Worlds,1935,5.9,Gregory La Cava,Drama
"Private's Affair, A",1959,4.7,Raoul Walsh,"Comedy, Musical"
Private's Progress,1956,6.4,John Boulting,Comedy
Privates on Parade,1982,4.6,Michael Blakemore,"Comedy, Drama, War"
"Privet, duralei!",1996,4.9,Eldar Ryazanov,"Comedy, Romance"
Privilege,1967,6.5,Peter Watkins,"Music, Sci-Fi"
Privileged,1982,5.4,Michael (I) Hoffman,"Comedy, Drama"
"Prix du danger, Le",1983,6.4,Yves Boisset,"Action, Drama, Sci-Fi, Thriller"
Priyatel pokojnika,1997,7.1,Vyacheslav Krishtofovich,"Comedy, Drama"
Priyatelite na Emiliya,1996,6.3,Lyudmil Todorov,Drama
"Prize Fighter, The",1979,4.1,Michael Preece,Comedy
"Prize Pest, The",1951,6.6,Robert McKimson,"Animation, Comedy, Family, Short"
"Prize of Arms, A",1962,5.5,Cliff Owen,Crime
"Prize of Gold, A",1955,5.6,Mark (I) Robson,"Adventure, Crime, Drama"
"Prize, The",1963,6.5,Mark (I) Robson,"Comedy, Crime, Drama, Mystery"
"Prizefighter and the Lady, The",1933,6.5,Howard Hawks,"Crime, Romance"
"Prizefighter and the Lady, The",1933,6.5,W.S. Van Dyke,"Crime, Romance"
Prizzi's Honor,1985,6.9,John (I) Huston,"Comedy, Crime, Drama, Romance"
Prlemor,1961,7.0,Torgny Anderberg,Drama
"Prncipe, O",2002,9.4,Ugo (I) Giorgetti,Drama
Prnom Carmen,1983,6.4,Jean-Luc Godard,"Crime, Drama, Romance"
Pro Football,1934,5.8,Ray McCarey,Short
"Pro begemota, kotoryj boyalsya privivok",1966,8.5,Leonid Amalrik,"Animation, Family"
Pro urodov i lyudej,1998,7.0,Aleksei Balabanov,Drama
Proba de microfon,1980,5.9,Mircea Daneliuc,Comedy
Probefahrt ins Paradies,1993,5.5,Douglas Wolfsperger,Comedy
Problem Child,1990,3.9,Dennis Dugan,"Action, Comedy, Family, Fantasy"
Problem Child 2,1991,3.0,Brian Levant,Comedy
"Problem with Fear, A",2003,5.7,Gary (I) Burns,Comedy
Procedure 769: Witnesses to an Execution,1995,6.4,Jaap Van Hoewijk,Documentary
Processen,2003,8.4,Lars Enberg,"Documentary, Short"
Processo alla citt,1952,7.6,Luigi Zampa,Drama
"Processo do Rei, O",1990,6.5,João Mário Grilo,Drama
Procs de Jeanne d'Arc,1962,7.8,Robert Bresson,Drama
"Procs, Le",1962,7.5,Orson Welles,Drama
Procter,2002,7.7,Joachim Trier,Short
"Prodigal Planet, The",1983,4.3,Donald W. Thompson,Thriller
"Prodigal, The",1955,4.9,Richard (I) Thorpe,Drama
"Prodigal, The (1983/I)",1983,3.8,James F. Collier,Drama
"Prodigy, The",1999,5.7,Edward T. McDougal,Drama
"Producers, The",1968,7.8,Mel (I) Brooks,"Comedy, Music"
"Proefkonijnen, De",1979,5.8,Guido Henderickx,Drama
"Prof, Le (2000/I)",2000,3.6,Alexandre Jardin,Comedy
"Profe, El",1971,7.3,Miguel M. (I) Delgado,Comedy
Profesionalac,2003,7.7,Dusan Kovacevic,"Comedy, Drama"
"Profesor Punk, El",1988,2.5,Enrique Carreras,Comedy
"Profesor hippie, El",1969,5.2,Fernando Ayala,Comedy
Profession: agricultrices,1982,8.5,Carole Roussopoulos,"Documentary, Short"
Professional Affair,1996,1.2,Paul Wynne,Thriller
Professional Soldier,1935,5.3,Tay Garnett,Adventure
Professional Sweetheart,1933,5.9,William A. Seiter,"Comedy, Romance"
"Professional: Golgo 13, The",1983,6.8,Hirokata Takahashi,"Action, Animation"
"Professional: Golgo 13, The",1983,6.8,Osamu Dezaki,"Action, Animation"
"Professional: Golgo 13, The",1983,6.8,Shichiro Kobayasahi,"Action, Animation"
"Professionals, The",1966,7.4,Richard (I) Brooks,Western
Professione: reporter,1975,7.4,Michelangelo Antonioni,Drama
"Professionnel, Le",1981,7.4,Georges Lautner,"Action, Thriller"
Professor,1962,6.7,Lekh Tandon,"Comedy, Drama, Family, Musical, Romance"
Professor Beware,1938,7.2,Elliott Nugent,Comedy
Professor Columbus,1968,9.2,Rainer Erler,Comedy
Professor Kranz tedesco di Germania,1978,6.3,Luciano Salce,Comedy
Professor Mamlock,1961,8.7,Konrad Wolf,Drama
Professor Pyarelal,1981,7.5,Dominic Brigstocke,Action
Professor Tom,1948,6.3,Joseph Barbera,"Animation, Comedy, Family, Short"
Professor Tom,1948,6.3,William (I) Hanna,"Animation, Comedy, Family, Short"
"Professoressa di scienze naturali, La",1976,4.8,Michele Massimo Tarantini,Comedy
Professori Masa,1950,7.0,Matti Kassila,Comedy
Professori Uuno D.G. Turhapuro,1975,5.7,Ere Kokkonen,Comedy
"Profeta Mimi, El",1973,5.8,José Estrada,"Drama, Thriller"
"Profeta del gol, Il",1976,7.0,Sandro Ciotti,Documentary
"Profeta, Il",1968,5.5,Dino Risi,Comedy
"Profetul, aurul si Ardelenii",1978,8.2,Dan Pita,"Comedy, Western"
"Profetul, aurul si Ardelenii",1978,8.2,Mircea Veroiu,"Comedy, Western"
Profil bas,1993,5.4,Claude Zidi,Action
Profile for Murder,1996,4.9,David Winning,"Drama, Thriller"
Profiles in Science,2002,8.4,Wes Kim,"Animation, Comedy, Short"
Profils paysans: l'approche,2001,6.8,Raymond Depardon,Documentary
Profondo rosso,1975,7.3,Dario Argento,"Horror, Mystery, Thriller"
"Profumo della signora in nero, Il",1974,6.1,Francesco Barilli,"Horror, Thriller"
Profumo di donna,1974,7.5,Dino Risi,"Comedy, Drama"
Profundo carmes,1996,7.3,Arturo Ripstein,"Crime, Drama"
Progeny,1998,4.2,Brian Yuzna,"Horror, Sci-Fi"
Program,2003,6.6,Yoshiaki Kawajiri,"Action, Sci-Fi, Short"
"Program, The",1993,5.8,David S. Ward,"Action, Drama"
Programmed to Kill,1987,3.1,Allan Holzman,"Action, Sci-Fi"
Programmed to Kill,1987,3.1,Robert (I) Short,"Action, Sci-Fi"
Progulka,2003,6.3,Aleksei Uchitel,"Drama, Romance"
Project Grizzly,1996,6.7,Peter (I) Lynch,Documentary
Project Moon Base,1953,3.4,Richard Talmadge,Sci-Fi
Project Redlight,2002,5.3,Robert (I) Peters,"Comedy, Short"
Project Redlight (2002/II),2002,7.4,Adam (II) Schwartz,"Comedy, Documentary, Short"
Project Redlight (2002/II),2002,7.4,Matt Hoey,"Comedy, Documentary, Short"
Project Redlight (2002/II),2002,7.4,Yonatan Berkovits,"Comedy, Documentary, Short"
Project Shadowchaser II,1994,2.7,John Eyres,Action
Project Shadowchaser III,1995,2.6,John Eyres,"Sci-Fi, Thriller"
Project Vampire,1993,2.3,Peter (II) Flynn,Horror
Project Viper,2002,3.4,Jim Wynorski,"Horror, Sci-Fi"
Project X,1968,5.4,William Castle,"Mystery, Sci-Fi"
Project X,1987,5.8,Jonathan (I) Kaplan,"Comedy, Drama, Sci-Fi, Thriller"
Project: Kill,1977,3.6,William Girdler,"Action, Drama"
Project: Metalbeast,1995,3.6,Alessandro De Gaetano,"Drama, Horror, Sci-Fi"
Project: Valkyrie,2002,4.0,Jeff Waltrowski,Horror
"Projected Man, The",1967,3.4,Ian Curteis,"Horror, Sci-Fi"
Projection prive,1973,6.9,François Leterrier,"Crime, Drama"
"Projectionist, The",1971,5.0,Harry Hurwitz,"Comedy, Drama"
"Projectionist, The",2002,5.8,Michael (VIII) Bates,"Animation, Short"
"Prokhindiada, ili beg na meste",1984,5.7,Viktor Tregubovich,Comedy
Proklet domu Hajn,1988,3.1,Jirí (II) Svoboda,Thriller
Prologue: The Artist Who Did Not Want to Paint,1965,6.3,Vincenzo Labella,"Documentary, Short"
Prom Fight: The Marc Hall Story,2002,7.8,Larry Peloso,Drama
Prom Night,1980,4.6,Paul (I) Lynch,"Drama, Horror, Mystery, Romance"
Prom Night III: The Last Kiss,1989,2.9,Peter R. Simpson,Horror
Prom Night III: The Last Kiss,1989,2.9,Ron Oliver,Horror
Prom Night IV: Deliver Us from Evil,1992,2.9,Clay Borris,Horror
Promenade des congressistes sur le bord de la Sane,1895,5.1,Louis Lumière,"Documentary, Short"
Promenons-nous dans les bois,2000,3.8,Lionel Delplanque,Horror
"Promesa, La",2004,7.1,Héctor Carré,Thriller
"Promesse, La",1996,7.5,Jean-Pierre Dardenne,Drama
"Promesse, La",1996,7.5,Luc Dardenne,Drama
"Promethean, The",2003,9.0,Kohl Glass,Short
Prometheus Bound,2002,3.4,Wic Coleman,Drama
Promise Her Anything,1965,5.3,Arthur Hiller,"Comedy, Romance"
Promise at Dawn,1970,4.5,Jules Dassin,Drama
"Promise, The",1979,4.7,Gilbert Cates,Drama
"Promise, The",1997,2.2,Matthew (II) Barry,Short
Promised Land,1987,5.5,Michael (I) Hoffman,Drama
Promised Land,2002,5.8,Jason Xenopoulos,Drama
Promises,2001,8.6,B.Z. Goldberg,Documentary
Promises,2001,8.6,Carlos Bolado,Documentary
Promises,2001,8.6,Justine Shapiro,Documentary
Promises in the Dark,1979,5.9,Jerome Hellman,Drama
Promises! Promises!,1963,5.0,King Donovan,Comedy
Promotion canap,1990,4.4,Didier Kaminka,Comedy
Promthe aujourd'hui dans le Treizime,1991,8.1,Michel Journiac,"Action, Short"
Promthe aujourd'hui dans le Treizime,1991,8.1,Mike Confusione,"Action, Short"
Promthe aujourd'hui dans le Treizime,1991,8.1,Saverio Confusione,"Action, Short"
Proof,1991,7.4,Jocelyn Moorhouse,"Comedy, Drama, Romance"
Proof of Life,2000,6.3,Taylor Hackford,"Action, Drama, Thriller"
"Prooi, De",1985,6.2,Vivian Pieters,"Mystery, Thriller"
Prop og Berta,2000,6.8,Per Fly,Family
Propaganda,1999,6.4,Sinan Cetin,Comedy
Propavshaya ekspeditsiya,1975,7.4,Veniamin Dorman,Adventure
"Property Man, The",1914,5.6,Charles Chaplin,"Comedy, Short"
Prophecy,1979,4.0,John Frankenheimer,"Horror, Sci-Fi"
"Prophecy, The",1995,6.3,Gregory Widen,"Fantasy, Horror, Mystery, Thriller"
Prophet Without Honor,1939,6.8,Felix E. Feist,"Drama, Short"
"Prophet's Game, The",1999,4.9,David (II) Worth,Thriller
"Prophet, The (1999/I)",1999,3.0,Fred Olen Ray,Action
"Prophtie des grenouilles, La",2003,7.3,Jacques-Remy Girerd,"Animation, Family"
"Proposal, The",2001,5.4,Richard (III) Gale,"Drama, Thriller"
"Proposition, The",1997,3.1,Strathford Hamilton,"Adventure, Drama, Romance"
"Proposition, The",1998,6.0,Lesli Linka Glatter,"Drama, Romance"
"Proprietor, The",1996,4.9,Ismail Merchant,Drama
Prorva,1992,5.2,Ivan Dykhovichnyj,Drama
"Pros & Cons of Breathing, The",1994,4.1,Robert Munic,"Comedy, Drama"
Pros and Cons,1999,3.8,Boris Damast,"Comedy, Crime"
Proshchaniye s Matyoroj,1983,6.7,Elem Klimov,Drama
Proshu slova,1975,5.8,Gleb Panfilov,Drama
"Prospecting Bear, The",1941,4.2,Rudolf Ising,"Animation, Comedy, Family, Short"
Prosperity,1932,6.6,Sam (I) Wood,"Comedy, Drama"
Prospero's Books,1991,6.2,Peter Greenaway,"Drama, Fantasy"
Prostatis oikogeneias,1997,4.4,Nicos Perakis,"Comedy, Crime"
Prostaya elegiya,1990,5.7,Aleksandr Sokurov,Short
Prosti,1986,6.6,Ernest Yasan,"Drama, Romance"
Prosti,2002,6.8,Erik Matti,Drama
"Prostitues de Lyon parlent, Les",1975,9.9,Carole Roussopoulos,"Documentary, Short"
Prostituzione,1974,3.2,Rino Di Silvestro,"Comedy, Drama"
"Protagonists, The",1999,6.1,Luca Guadagnino,"Crime, Documentary"
Protection,2000,6.2,Bruce Spangler,Drama
Protection,2001,5.3,John (I) Flynn,Thriller
"Protector, The",1985,4.7,Jackie (I) Chan,"Action, Crime, Drama"
"Protector, The",1985,4.7,James Glickenhaus,"Action, Crime, Drama"
"Protector, The",1999,4.8,Bret McCormick,Action
"Protector, The (1998/I)",1998,2.1,Boon Collins,Action
"Protector, The (1998/I)",1998,2.1,Jeff Frey,Action
Protek the Weakerist,1937,5.8,Dave Fleischer,"Animation, Comedy, Family, Short"
Protest,1999,6.3,S.D. Katz,"Animation, Short"
Proteus,1995,2.6,Bob Keen,"Sci-Fi, Thriller"
Proteus,2003,8.2,Jack (VII) Lewis,"Drama, Romance"
Proteus,2003,8.2,John Greyson,"Drama, Romance"
Proteus,2004,6.9,David Lebrun,"Animation, Documentary"
Protocol,1984,5.2,Herbert (I) Ross,Comedy
Prototype X29A,1992,2.3,Phillip J. Roth,Sci-Fi
"Proud Ones, The",1956,6.4,Robert D. Webb,Western
"Proud Rebel, The",1958,6.5,Michael Curtiz,Western
"Proud Valley, The",1940,7.3,Pen Tennyson,Drama
"Proud and Profane, The",1956,5.2,George (I) Seaton,War
"Proud and the Damned, The",1972,3.0,Ferde Grofé Jr.,"Adventure, Western"
Prova d'orchestra,1978,7.0,Federico Fellini,"Drama, Music"
Prova de Fogo,1980,4.3,Marco Altberg,Drama
"Proverb, The",2004,4.8,Todd Albertson,"Comedy, Short"
Proverka na dorogakh,1971,7.6,Aleksei German,"Drama, War"
Providence,1977,7.4,Alain Resnais,Drama
"Provider, The",2001,3.3,Matt (II) Smith,Short
Province 77,2002,4.8,Timsawat Smith,Action
"Provincial, Le",1990,2.7,Christian Gion,Comedy
"Provinciale, La",1953,7.6,Mario Soldati,Drama
"Provinciale, La",1981,6.0,Claude Goretta,Drama
"Provincie, De",1991,6.8,Jan Bosdriesz,Drama
Provocateur,1998,4.4,Jim (II) Donovan,"Action, Drama"
"Prowler, The",1951,6.9,Joseph Losey,"Crime, Drama, Film-Noir, Thriller"
"Prowler, The",1981,4.4,Joseph (I) Zito,Horror
"Proxenio tis Annas, To",1972,8.1,Pantelis Voulgaris,Drama
Proximity,2001,4.9,Scott Ziehl,Thriller
Prozac Nation,2001,6.0,Erik Skjoldbjærg,Drama
Prparation d'une plaque de sang,1991,8.3,Jacques Donguy,"Action, Short"
Prparation d'une plaque de sang,1991,8.3,Michel Journiac,"Action, Short"
Prparez vos mouchoirs,1978,7.3,Bertrand Blier,"Comedy, Drama, Romance"
Prriens skrappe drenge,1970,5.5,Carl Ottosen,"Comedy, Western"
Prsence fminine,1987,7.2,Eric Rochant,"Fantasy, Short"
Prsentation ou Charlotte et son steak,1960,4.2,Eric Rohmer,"Comedy, Romance, Short"
"Prsident, Le",1961,7.3,Henri Verneuil,Thriller
Prsidenten,1919,7.9,Carl Theodor Dreyer,Drama
"Prste budeme chytrejs, starousku!",1982,6.7,Petr Schulhoff,Comedy
Prsten i Uddarbo,1957,6.1,Kenne Fant,Drama
Prsten i Vejlby,1972,6.1,Claus Ørsted,Drama
Prstnkan,1920,6.4,Carl Theodor Dreyer,"Comedy, Drama, Horror"
Prsum dangereux,1990,3.0,Georges Lautner,"Action, Thriller"
Prt--Porter,1994,4.8,Robert (I) Altman,Comedy
Prtres interdits,1973,5.5,Denys de La Patellière,"Drama, Romance, War"
"Prude's Fall, The",1924,7.4,Graham Cutts,"Drama, Romance"
Prudence and the Pill,1968,4.6,Fielder Cook,"Comedy, Romance"
Prudence and the Pill,1968,4.6,Ronald Neame,"Comedy, Romance"
"Pruncul, petrolul si Ardelenii",1981,9.2,Dan Pita,"Comedy, Western"
"Prxima Vtima, A",1983,7.3,João Batista de Andrade,Crime
Prymas - trzy lata z tysiaca,2000,7.1,Teresa Kotlarczyk,Drama
Prywatne sledztwo,1987,5.8,Wojciech Wójcik,"Action, Crime"
Przdniny pro psa,1981,6.4,Jaroslava Vosmiková,"Comedy, Drama, Family"
Przemiany,2003,5.8,Lukasz Barczyk,Drama
"Przepraszam, czy tu bija?",1977,7.3,Marek Piwowski,"Action, Comedy, Crime"
Przesluchanie,1982,8.7,Ryszard Bugajski,Drama
Przygoda na Mariensztacie,1954,3.3,Leonard Buczkowski,"Comedy, Musical"
Przygoda z piosenka,1969,3.2,Stanislaw Bareja,"Comedy, Musical, Romance"
Przypadek,1987,7.7,Krzysztof Kieslowski,Drama
"Pseftra, I",1963,5.3,Yannis Dalianidis,"Comedy, Romance"
Psila ta heria Hitler,1962,7.7,Roviros Manthoulis,"Comedy, Drama"
Psst Pink,1971,5.0,Arthur (I) Davis,"Animation, Short"
Psy,1981,6.8,Philippe de Broca,Comedy
Psy,1992,6.6,Wladyslaw Pasikowski,"Action, Crime, Drama, Thriller"
Psy 2: Ostatnia krew,1994,5.6,Wladyslaw Pasikowski,"Action, Crime"
Psy Show,1999,3.5,Marina de Van,Short
Psych-Out,1968,5.5,Richard Rush,"Comedy, Drama, Music"
Psyche '59,1964,4.3,Alexander Singer,"Drama, Mystery"
Psychedelic Pink,1968,5.3,Hawley Pratt,"Animation, Comedy, Short"
Psychedelic Sexualis,1966,5.5,Albert Zugsmith,Drama
Psychic Killer,1975,3.5,Ray Danton,"Horror, Thriller"
"Psychic, The",1968,1.4,James F. Hurley,"Drama, Fantasy, Horror"
Psycho,1960,8.6,Alfred (I) Hitchcock,"Horror, Thriller"
Psycho,1998,5.0,Gus Van Sant,"Horror, Thriller"
Psycho Beach Party,2000,5.8,Robert Lee King,"Comedy, Horror"
Psycho Cop Returns,1993,2.6,Adam Rifkin,"Drama, Horror, Thriller"
Psycho Girls,1985,3.5,Jerry Ciccoritti,"Comedy, Horror"
Psycho III,1986,4.5,Anthony Perkins,"Crime, Horror, Mystery, Thriller"
"Psycho Lover, The",1970,4.6,Robert Vincent O'Neill,"Crime, Horror"
Psycho a Go-Go,1965,1.6,Al Adamson,"Crime, Sci-Fi"
Psycho for Milk,1999,6.3,Anthony Diamond,Short
Psycho from Texas,1981,2.6,Jack (VI) Collins,Horror
Psycho from Texas,1981,2.6,Jim (I) Feazell,Horror
Psychomania,1964,3.6,Richard Hilliard,Horror
Psychomania,1971,4.7,Don Sharp,Horror
"Psychopath, The",1966,5.4,Freddie Francis,Horror
"Psychopath, The",1973,3.6,Larry G. (I) Brown,"Horror, Thriller"
Psychos in Love,1987,5.4,Gorman Bechard,"Comedy, Horror"
"Psychotronic Man, The",1980,1.6,Jack M. Sell,"Horror, Sci-Fi"
Pt,2001,8.2,Agnieszka Wojtowicz-Vosloo,"Drama, Short"
Ptak ohnivak,2000,5.1,Václav Vorlícek,"Adventure, Fantasy"
Pterodactyl Woman from Beverly Hills,1994,2.9,Philippe Mora,Comedy
"Ptio das Cantigas, O",1942,7.6,Francisco (I) Ribeiro,"Comedy, Musical"
Ptitzi i hratki,1969,7.9,Gueorgui (II) Stoyanov,Comedy
Ptrole! Ptrole!,1981,2.0,Christian Gion,Comedy
"Ptroleuses, Les",1971,4.5,Guy Casaril,"Comedy, Western"
"Ptroleuses, Les",1971,4.5,Roger (I) Christian,"Comedy, Western"
Pu-san,1953,5.7,Kon Ichikawa,Comedy
Puberty Blues,1981,4.9,Bruce Beresford,"Comedy, Drama"
Public Access,1993,5.4,Bryan Singer,"Drama, Thriller"
Public Cowboy No. 1,1937,6.8,Joseph Kane,Western
"Public Defender, The",1931,6.6,J. Walter Ruben,"Crime, Drama, Mystery"
Public Enemies,1996,2.8,Mark L. Lester,Drama
Public Enemy,1999,5.6,Jens Meurer,Documentary
"Public Enemy, The",1931,7.6,William A. Wellman,"Action, Crime, Drama"
"Public Eye, The",1992,6.1,Howard Franklin,Thriller
Public Ghost No. 1,1935,5.9,Charley Chase,"Comedy, Short"
Public Ghost No. 1,1935,5.9,Harold Law,"Comedy, Short"
Public Hero #1,1935,6.3,J. Walter Ruben,"Crime, Drama"
Public Housing,1997,5.9,Frederick Wiseman,Documentary
"Public Pays, The",1936,5.7,Errol Taggart,"Crime, Drama, Short"
Public Pigeon No. One,1957,6.2,Norman Z. McLeod,Comedy
Public Toilet,1992,6.6,Stephen Rennicks,Short
Public Wedding,1937,5.1,Nick Grinde,Comedy
Puccini,1952,6.2,Carmine Gallone,"Drama, Music"
Puccini,1952,6.2,Glauco Pellegrini,"Drama, Music"
Puce Moment,1949,6.9,Kenneth Anger,Short
"Puce, La",1999,6.4,Emmanuelle Bercot,"Drama, Short"
Pucker Up and Bark Like a Dog,1990,3.5,Paul S. Parco,Comedy
Puckoon,2002,4.8,Terence Ryan,Comedy
Puddle Cruiser,1996,6.3,Jay Chandrasekhar,Comedy
Puddle Pranks,1930,4.3,Ub Iwerks,"Animation, Short"
Puddlejumper,2002,8.0,Dave (III) West,"Adventure, Comedy, Short"
Puder,2001,2.4,Marie-Louise De Geer Bergenstråhle,"Comedy, Drama"
Pudgy Picks a Fight,1937,5.0,Dave Fleischer,"Animation, Short"
Pudgy Takes a Bow-wow,1937,5.1,Dave Fleischer,"Animation, Comedy, Short"
Pueblerina,1949,9.0,Emilio (I) Fernández,"Drama, Romance"
"Pueblo Legend, A",1912,5.8,D.W. Griffith,"Romance, Short"
Pueblo Pluto,1949,5.8,Charles A. Nichols,"Animation, Comedy, Family, Short"
Pueblo de madera,1990,6.2,Juan Antonio de la Riva,Drama
"Puertitas del seor Lpez, Las",1990,4.2,Alberto Fischerman,Comedy
Puerto Vallarta Squeeze,2003,8.1,Arthur Allan Seidelman,"Action, Adventure, Drama, Romance"
